url,h1,content_type,content,alt_text
https://support.payever.org/hc/en-us/articles/5991660778770-Santander-Installments-Financing-UK,Santander Installments / Financing (UK),paragraph,"the customer will be informed about the decision via email. if the decision is positive, the next step is for the customer to download the contract as a pdf. the customer is then asked to identify himself through a questionnaire and to sign the contract digitally.",
https://support.payever.org/hc/en-us/articles/5991660778770-Santander-Installments-Financing-UK,Santander Installments / Financing (UK),paragraph,"before the identification is completed, a transaction in payever has the status ""in progress"" (in your shop this can also mean ""open"", ""payment check"" or ""waiting for payment"", depending on the shop system). once the identification is complete, the status in payever automatically changes to ""accepted"" (in your shop system, for example, ""paid"", ""fully paid"" or simply ""ok""). you will also receive a corresponding notification by email. please only send the goods after the status change.",
https://support.payever.org/hc/en-us/articles/5991660778770-Santander-Installments-Financing-UK,Santander Installments / Financing (UK),paragraph,"when the goods are shipped, the transaction is activated, i.e. your customer receives the installment payment plan and you receive the corresponding amount. you must therefore report the shipment to us or santander. you can do this directly in the payever account (transaction details -> ""goods shipped"") or via the shop system (different depending on the shop system, in shopware 5, for example, automatically when the status changes to ""completely delivered""). please note that santander may also requires proof of delivery in the form of a tracking number (please get in touch with your santander contact person with this regard).",
https://support.payever.org/hc/en-us/articles/5991660778770-Santander-Installments-Financing-UK,Santander Installments / Financing (UK),paragraph,,
https://support.payever.org/hc/en-us/articles/5991660778770-Santander-Installments-Financing-UK,Santander Installments / Financing (UK),paragraph,settings in the payever account,
https://support.payever.org/hc/en-us/articles/5991660778770-Santander-Installments-Financing-UK,Santander Installments / Financing (UK),paragraph,"to install the santander installment uk payment method, first open the checkout app. to do this, either click on the checkout icon in the business apps tile, or also the checkout tile.",
https://support.payever.org/hc/en-us/articles/5991660778770-Santander-Installments-Financing-UK,Santander Installments / Financing (UK),paragraph,you can find the payment options on the left navigation bar.,
https://support.payever.org/hc/en-us/articles/5991660778770-Santander-Installments-Financing-UK,Santander Installments / Financing (UK),paragraph,then click on + add.,
https://support.payever.org/hc/en-us/articles/5991660778770-Santander-Installments-Financing-UK,Santander Installments / Financing (UK),paragraph,"now a list of different payment methods appears, from which you will need to select santander installments uk. to do this, click on install.",
https://support.payever.org/hc/en-us/articles/5991660778770-Santander-Installments-Financing-UK,Santander Installments / Financing (UK),paragraph,"after you have successfully installed the payment method, click open.",
https://support.payever.org/hc/en-us/articles/5991660778770-Santander-Installments-Financing-UK,Santander Installments / Financing (UK),paragraph,"once the installed santander installments uk payment solution is opened, you will be redirected to a new tab where five different credentials are required. the necessary credentials (dealer code, dealer email, dealer phone, user and password) are provided by santander directly and must be filled in in order to activate the payment solution.",
https://support.payever.org/hc/en-us/articles/5991660778770-Santander-Installments-Financing-UK,Santander Installments / Financing (UK),paragraph,"how to activate installments uk in your payever account? you can activate or deactivate the payment method in your payever account at any time. if you deactivate the payment method by clicking the toggle switch, it will automatically disappear from your shop without you having to configure this in your shop backend (of course, this also works the other way around - when activating a payment method). just go to checkout > payment options and switch on santander installments uk.",
https://support.payever.org/hc/en-us/articles/5991660778770-Santander-Installments-Financing-UK,Santander Installments / Financing (UK),paragraph,down payments,
https://support.payever.org/hc/en-us/articles/5991660778770-Santander-Installments-Financing-UK,Santander Installments / Financing (UK),paragraph,"with the installments uk payment method, you have the option of having your customers make a down payment by default (not optional). your customer will see another field in the checkout so that any down payment (also 0) can be entered. two scenarios are possible here. in the case of the customer making a purchase through pos, the cashier will cash the deposit directly. when making a purchase online the deposit will be directly processed to through the flow on santander's side when entering an amount.",
https://support.payever.org/hc/en-us/articles/5991660778770-Santander-Installments-Financing-UK,Santander Installments / Financing (UK),image,https://support.payever.org/hc/theming_assets/01HZPQ8T5DDG5J5F0V28AWNYZR,payever help center home page
https://support.payever.org/hc/en-us/articles/5991660778770-Santander-Installments-Financing-UK,Santander Installments / Financing (UK),image,https://support.payever.org/hc/article_attachments/5991451496978,image-20211115-141439.png
https://support.payever.org/hc/en-us/articles/5991660778770-Santander-Installments-Financing-UK,Santander Installments / Financing (UK),image,https://support.payever.org/hc/article_attachments/5991451413266,image-20211115-142304.png
https://support.payever.org/hc/en-us/articles/5991660778770-Santander-Installments-Financing-UK,Santander Installments / Financing (UK),image,https://support.payever.org/hc/article_attachments/5991527525778,image-20211115-142329.png
https://support.payever.org/hc/en-us/articles/5991660778770-Santander-Installments-Financing-UK,Santander Installments / Financing (UK),image,https://support.payever.org/hc/article_attachments/5991527544978,image-20211115-142348.png
https://support.payever.org/hc/en-us/articles/5991660778770-Santander-Installments-Financing-UK,Santander Installments / Financing (UK),image,https://support.payever.org/hc/article_attachments/5991550169490,image-20211115-142422.png
https://support.payever.org/hc/en-us/articles/5991660778770-Santander-Installments-Financing-UK,Santander Installments / Financing (UK),image,https://support.payever.org/hc/article_attachments/5991487754258,image-20211115-142455.png
https://support.payever.org/hc/en-us/articles/5991660778770-Santander-Installments-Financing-UK,Santander Installments / Financing (UK),image,https://support.payever.org/hc/article_attachments/6303710935698,screenshot_2022-06-27_at_16.15.55.png
https://support.payever.org/hc/en-us/articles/5991660778770-Santander-Installments-Financing-UK,Santander Installments / Financing (UK),image,https://support.payever.org/hc/article_attachments/6000196586002,screenshot_2022-06-10_at_09.14.35.png
https://support.payever.org/hc/en-us/articles/6691143096860-Ivy,Ivy,paragraph,"as a green payment method, ivy combines payment and sustainability. ivy structurally reduces transaction fees through open banking. ivy uses these cost savings to offer merchants the lowest transaction fees on the market and at the same time finance climate protection projects with every transaction.",
https://support.payever.org/hc/en-us/articles/6691143096860-Ivy,Ivy,paragraph,,
https://support.payever.org/hc/en-us/articles/6691143096860-Ivy,Ivy,paragraph,how to install ivy in your payever account,
https://support.payever.org/hc/en-us/articles/6691143096860-Ivy,Ivy,paragraph,step 1: install ivy,
https://support.payever.org/hc/en-us/articles/6691143096860-Ivy,Ivy,paragraph,"in order to configure ivy, first open the checkout app. to do this, click on the checkout symbol under business apps or the manage or open button in the checkout section.",
https://support.payever.org/hc/en-us/articles/6691143096860-Ivy,Ivy,paragraph,click payment methods in the sidebar on the left.,
https://support.payever.org/hc/en-us/articles/6691143096860-Ivy,Ivy,paragraph,click on add.,
https://support.payever.org/hc/en-us/articles/6691143096860-Ivy,Ivy,paragraph,"in the now-appearing list of all available payment methods, search for ivy and click install.",
https://support.payever.org/hc/en-us/articles/6691143096860-Ivy,Ivy,paragraph,after the installation is complete please click open.,
https://support.payever.org/hc/en-us/articles/6691143096860-Ivy,Ivy,paragraph,step 2: configure ivy,
https://support.payever.org/hc/en-us/articles/6691143096860-Ivy,Ivy,paragraph,"enter now the api key and signing secret, which you should have already received. please also select whether you have received a sepa or a sepa-instant configuration from ivy. this is crucial for the system to function appropriately - if you do not know which setup is correct for you, please reach out to ivy.",
https://support.payever.org/hc/en-us/articles/6691143096860-Ivy,Ivy,paragraph,"afterwards, click the connect button to continue.",
https://support.payever.org/hc/en-us/articles/6691143096860-Ivy,Ivy,paragraph,"in the last step, you can choose whether you want your customers to get redirected to your shop after the payment and if you want to receive notifications via mail. after choosing your preferences, click on save to save your settings and on done afterwards to complete the installation process.",
https://support.payever.org/hc/en-us/articles/6691143096860-Ivy,Ivy,paragraph,ivy is now set up entirely and can be offered directly as a new payment method to your customers.,
https://support.payever.org/hc/en-us/articles/6691143096860-Ivy,Ivy,paragraph,,
https://support.payever.org/hc/en-us/articles/6691143096860-Ivy,Ivy,paragraph,step 3: deactivate and reactivate ivy,
https://support.payever.org/hc/en-us/articles/6691143096860-Ivy,Ivy,paragraph,"you can activate or deactivate the payment method in your payever account at any time. if you deactivate the payment method by clicking the toggle switch, it will automatically disappear from your shop without you having to configure this in your shop backend (of course, this also works the other way around - when activating a payment method).",
https://support.payever.org/hc/en-us/articles/6691143096860-Ivy,Ivy,image,https://support.payever.org/hc/theming_assets/01HZPQ8T5DDG5J5F0V28AWNYZR,payever help center home page
https://support.payever.org/hc/en-us/articles/6691143096860-Ivy,Ivy,image,https://support.payever.org/hc/article_attachments/10081400468764,
https://support.payever.org/hc/en-us/articles/6691143096860-Ivy,Ivy,image,https://support.payever.org/hc/article_attachments/10081360588700,
https://support.payever.org/hc/en-us/articles/6691143096860-Ivy,Ivy,image,https://support.payever.org/hc/article_attachments/10081384598684,
https://support.payever.org/hc/en-us/articles/6691143096860-Ivy,Ivy,image,https://support.payever.org/hc/article_attachments/10081408959260,
https://support.payever.org/hc/en-us/articles/6691143096860-Ivy,Ivy,image,https://support.payever.org/hc/article_attachments/10081361287836,
https://support.payever.org/hc/en-us/articles/6691143096860-Ivy,Ivy,image,https://support.payever.org/hc/article_attachments/14561191463324,
https://support.payever.org/hc/en-us/articles/6691143096860-Ivy,Ivy,image,https://support.payever.org/hc/article_attachments/8164019166364,screenshot_2023-03-22_at_16.20.30.png
https://support.payever.org/hc/en-us/articles/360023899614-Stripe-Credit-Card-Worldwide,Stripe - Credit Card (Worldwide),paragraph,the credit card payment option is offered in cooperation with our partner stripe.,
https://support.payever.org/hc/en-us/articles/360023899614-Stripe-Credit-Card-Worldwide,Stripe - Credit Card (Worldwide),paragraph,please note that in addition to a payever account (created free of cost) you also need a stripe account. in your payever account please go to checkout app > payment options > +add > stripe credit card and click on the connect button. this will redirect you to the stripe online registration form where you can either log in or create a new account. you may find test credentials here.,
https://support.payever.org/hc/en-us/articles/360023899614-Stripe-Credit-Card-Worldwide,Stripe - Credit Card (Worldwide),paragraph,,
https://support.payever.org/hc/en-us/articles/360023899614-Stripe-Credit-Card-Worldwide,Stripe - Credit Card (Worldwide),paragraph,prices,
https://support.payever.org/hc/en-us/articles/360023899614-Stripe-Credit-Card-Worldwide,Stripe - Credit Card (Worldwide),paragraph,denmark: 1.4% + 1.80kr transaction fee for european cards or 2.9% + 1.80kr for non-european cards.,
https://support.payever.org/hc/en-us/articles/360023899614-Stripe-Credit-Card-Worldwide,Stripe - Credit Card (Worldwide),paragraph,norway: 2.4% + 2kr transaction fee on norwegian cards or 2.9% + 2kr for international cards.,
https://support.payever.org/hc/en-us/articles/360023899614-Stripe-Credit-Card-Worldwide,Stripe - Credit Card (Worldwide),paragraph,sweden: 1.4% + 1.80kr transaction fee for european cards or 2.9% + 1.80kr for non-european cards.,
https://support.payever.org/hc/en-us/articles/360023899614-Stripe-Credit-Card-Worldwide,Stripe - Credit Card (Worldwide),paragraph,us: 2.9% + 30¢ per successful card charge.,
https://support.payever.org/hc/en-us/articles/360023899614-Stripe-Credit-Card-Worldwide,Stripe - Credit Card (Worldwide),paragraph,uk: 1.4% + 20p transaction fee for european cards or 2.9% + 120p for non-european cards.,
https://support.payever.org/hc/en-us/articles/360023899614-Stripe-Credit-Card-Worldwide,Stripe - Credit Card (Worldwide),paragraph,"for the prices of other countries, please refer to the corresponding stripe country-specific website.",
https://support.payever.org/hc/en-us/articles/360023899614-Stripe-Credit-Card-Worldwide,Stripe - Credit Card (Worldwide),paragraph,,
https://support.payever.org/hc/en-us/articles/360023899614-Stripe-Credit-Card-Worldwide,Stripe - Credit Card (Worldwide),paragraph,settings,
https://support.payever.org/hc/en-us/articles/360023899614-Stripe-Credit-Card-Worldwide,Stripe - Credit Card (Worldwide),paragraph,"how to activate stripe credit card in your payever account? you can activate or deactivate the payment method in your payever account at any time. if you deactivate the payment methods by clicking the toggle switch, they will automatically disappear from your shop without you having to configure this in your shops backend (of course, this also works the other way around - when activating a payment method). just go to checkout > payment options and switch on stripe credit card.",
https://support.payever.org/hc/en-us/articles/360023899614-Stripe-Credit-Card-Worldwide,Stripe - Credit Card (Worldwide),image,https://support.payever.org/hc/theming_assets/01HZPQ8T5DDG5J5F0V28AWNYZR,payever help center home page
https://support.payever.org/hc/en-us/articles/360023899614-Stripe-Credit-Card-Worldwide,Stripe - Credit Card (Worldwide),image,https://support.payever.org/hc/article_attachments/10127929394332,
https://support.payever.org/hc/en-us/articles/360023899614-Stripe-Credit-Card-Worldwide,Stripe - Credit Card (Worldwide),image,https://support.payever.org/hc/article_attachments/10127925675420,
https://support.payever.org/hc/en-us/articles/360024069053-Stripe-Direct-Debit-SEPA-Countries,Stripe - Direct Debit (SEPA Countries),paragraph,the direct debit payment option is offered in cooperation with our partner stripe.,
https://support.payever.org/hc/en-us/articles/360024069053-Stripe-Direct-Debit-SEPA-Countries,Stripe - Direct Debit (SEPA Countries),paragraph,please note that in addition to a payever account (created free of cost) you also need a stripe account. in your payever account please go to checkout app > payment options > +add > stripe direct debit and click on the connect button. this will redirect you to the stripe online registration form where you can either log in or create a new account. you may find test credentials here.,
https://support.payever.org/hc/en-us/articles/360024069053-Stripe-Direct-Debit-SEPA-Countries,Stripe - Direct Debit (SEPA Countries),paragraph,,
https://support.payever.org/hc/en-us/articles/360024069053-Stripe-Direct-Debit-SEPA-Countries,Stripe - Direct Debit (SEPA Countries),paragraph,prices,
https://support.payever.org/hc/en-us/articles/360024069053-Stripe-Direct-Debit-SEPA-Countries,Stripe - Direct Debit (SEPA Countries),paragraph,denmark: 0.8% + 2kr (capped at 40kr) per successful payment.,
https://support.payever.org/hc/en-us/articles/360024069053-Stripe-Direct-Debit-SEPA-Countries,Stripe - Direct Debit (SEPA Countries),paragraph,norway: 0.8% + 2.4kr (capped at 50kr) per successful payment.,
https://support.payever.org/hc/en-us/articles/360024069053-Stripe-Direct-Debit-SEPA-Countries,Stripe - Direct Debit (SEPA Countries),paragraph,sweden: 0.8% + 2.4kr (capped at 50kr) per successful payment.,
https://support.payever.org/hc/en-us/articles/360024069053-Stripe-Direct-Debit-SEPA-Countries,Stripe - Direct Debit (SEPA Countries),paragraph,us: 2.9% + 30¢ per successful payment.,
https://support.payever.org/hc/en-us/articles/360024069053-Stripe-Direct-Debit-SEPA-Countries,Stripe - Direct Debit (SEPA Countries),paragraph,uk: 1% + 20p (capped at £5.00) per successful payment.,
https://support.payever.org/hc/en-us/articles/360024069053-Stripe-Direct-Debit-SEPA-Countries,Stripe - Direct Debit (SEPA Countries),paragraph,"for the prices of other countries, please review to the corresponding stripe documentation.",
https://support.payever.org/hc/en-us/articles/360024069053-Stripe-Direct-Debit-SEPA-Countries,Stripe - Direct Debit (SEPA Countries),paragraph,,
https://support.payever.org/hc/en-us/articles/360024069053-Stripe-Direct-Debit-SEPA-Countries,Stripe - Direct Debit (SEPA Countries),paragraph,"attention: please note that stripe direct debit is an unsecured direct debit. i.e. the very small fee mentioned above really only covers the processing of the payment collection, but not any possible compensation in the event that a customer's account does not have sufficient funds and the direct debit therefore fails or the customer returns the direct debit after it has been debited. in concrete terms, this means for you as a merchant that, in case of doubt, you have to warn the customer yourself if you have sent goods to the customer and the customer later lets the direct debit go back - neither stripe nor payever will take over the customer communication for you, advance you missing amounts or replace them.",
https://support.payever.org/hc/en-us/articles/360024069053-Stripe-Direct-Debit-SEPA-Countries,Stripe - Direct Debit (SEPA Countries),paragraph,,
https://support.payever.org/hc/en-us/articles/360024069053-Stripe-Direct-Debit-SEPA-Countries,Stripe - Direct Debit (SEPA Countries),paragraph,settings,
https://support.payever.org/hc/en-us/articles/360024069053-Stripe-Direct-Debit-SEPA-Countries,Stripe - Direct Debit (SEPA Countries),paragraph,status messages,
https://support.payever.org/hc/en-us/articles/360024069053-Stripe-Direct-Debit-SEPA-Countries,Stripe - Direct Debit (SEPA Countries),paragraph,"a direct debit can have the status in processing, failed or accepted in payever (if you are working with a plugin, the status messages there may be called differently than in your payever account - please refer to our plugin documentation for the respective store system). failed transactions can be considered as invalid, for ""in process"" we recommend to wait a few days (approx. 1 week/ 5 business days) to see if the status still changes, and if not, check your stripe account to see if there is an explanation listed there. order in status ""accepted"" you can send to the customer as the debit was successful.",
https://support.payever.org/hc/en-us/articles/360024069053-Stripe-Direct-Debit-SEPA-Countries,Stripe - Direct Debit (SEPA Countries),paragraph,,
https://support.payever.org/hc/en-us/articles/360024069053-Stripe-Direct-Debit-SEPA-Countries,Stripe - Direct Debit (SEPA Countries),paragraph,how to activate stripe direct debit in your payever account?,
https://support.payever.org/hc/en-us/articles/360024069053-Stripe-Direct-Debit-SEPA-Countries,Stripe - Direct Debit (SEPA Countries),paragraph,"you can activate or deactivate the payment method in your payever account at any time. if you deactivate the payment methods by clicking the toggle switch, they will automatically disappear from your shop without you having to configure this in your shops backend (of course, this also works the other way around - when activating a payment method). just go to checkout > payment options and switch on stripe direct debit.",
https://support.payever.org/hc/en-us/articles/360024069053-Stripe-Direct-Debit-SEPA-Countries,Stripe - Direct Debit (SEPA Countries),image,https://support.payever.org/hc/theming_assets/01HZPQ8T5DDG5J5F0V28AWNYZR,payever help center home page
https://support.payever.org/hc/en-us/articles/360024069053-Stripe-Direct-Debit-SEPA-Countries,Stripe - Direct Debit (SEPA Countries),image,https://support.payever.org/hc/article_attachments/10128088138524,
https://support.payever.org/hc/en-us/articles/6232608195602-Apple-Pay-Worldwide,Apple Pay (Worldwide),paragraph,the payment option apple pay is offered through our partner stripe.,
https://support.payever.org/hc/en-us/articles/6232608195602-Apple-Pay-Worldwide,Apple Pay (Worldwide),paragraph,please note that in addition to a payever account (created free of cost) you also need a stripe account. in your payever account please go to checkout app > payment options > +add > apple pay and click on the connect button. this will redirect you to the stripe online registration form where you can either log in or create a new account. you may find test credentials here.,
https://support.payever.org/hc/en-us/articles/6232608195602-Apple-Pay-Worldwide,Apple Pay (Worldwide),paragraph,,
https://support.payever.org/hc/en-us/articles/6232608195602-Apple-Pay-Worldwide,Apple Pay (Worldwide),paragraph,pricing,
https://support.payever.org/hc/en-us/articles/6232608195602-Apple-Pay-Worldwide,Apple Pay (Worldwide),paragraph,germany: 1.4% + 0.25€ transaction fee for european cards or 2.9% + 0.25€ for non-european cards.,
https://support.payever.org/hc/en-us/articles/6232608195602-Apple-Pay-Worldwide,Apple Pay (Worldwide),paragraph,denmark: 1.4% + 1.80kr transaction fee for european cards or 2.9% + 1.80kr for non-european cards.,
https://support.payever.org/hc/en-us/articles/6232608195602-Apple-Pay-Worldwide,Apple Pay (Worldwide),paragraph,norway: 2.4% + 2kr transaction fee on norwegian cards or 2.9% + 2kr for international cards.,
https://support.payever.org/hc/en-us/articles/6232608195602-Apple-Pay-Worldwide,Apple Pay (Worldwide),paragraph,sweden: 1.4% + 1.80kr transaction fee for european cards or 2.9% + 1.80kr for non-european cards.,
https://support.payever.org/hc/en-us/articles/6232608195602-Apple-Pay-Worldwide,Apple Pay (Worldwide),paragraph,us: 2.9% + 30¢ per successful card charge.,
https://support.payever.org/hc/en-us/articles/6232608195602-Apple-Pay-Worldwide,Apple Pay (Worldwide),paragraph,uk: 1.4% + 20p transaction fee for european cards or 2.9% + 120p for non-european cards.,
https://support.payever.org/hc/en-us/articles/6232608195602-Apple-Pay-Worldwide,Apple Pay (Worldwide),paragraph,"for the prices of other countries, please refer to the corresponding stripe country-specific website.",
https://support.payever.org/hc/en-us/articles/6232608195602-Apple-Pay-Worldwide,Apple Pay (Worldwide),paragraph,,
https://support.payever.org/hc/en-us/articles/6232608195602-Apple-Pay-Worldwide,Apple Pay (Worldwide),paragraph,how to install apple pay in your payever account,
https://support.payever.org/hc/en-us/articles/6232608195602-Apple-Pay-Worldwide,Apple Pay (Worldwide),paragraph,step 1: configure payment option,
https://support.payever.org/hc/en-us/articles/6232608195602-Apple-Pay-Worldwide,Apple Pay (Worldwide),paragraph,"in order to configure apple pay, first open the checkout app. to do this, either click on the checkout symbol under business apps or click on the manage or open button on the checkout section.",
https://support.payever.org/hc/en-us/articles/6232608195602-Apple-Pay-Worldwide,Apple Pay (Worldwide),paragraph,you can find the payment methods tab in the navigation bar on the left.,
https://support.payever.org/hc/en-us/articles/6232608195602-Apple-Pay-Worldwide,Apple Pay (Worldwide),paragraph,click on + add.,
https://support.payever.org/hc/en-us/articles/6232608195602-Apple-Pay-Worldwide,Apple Pay (Worldwide),paragraph,now you can select apple pay from the list that now appears and click on install.,
https://support.payever.org/hc/en-us/articles/6232608195602-Apple-Pay-Worldwide,Apple Pay (Worldwide),paragraph,when the installation is complete you need to click open.,
https://support.payever.org/hc/en-us/articles/6232608195602-Apple-Pay-Worldwide,Apple Pay (Worldwide),paragraph,you will then be redirected to stripe by clicking connect.,
https://support.payever.org/hc/en-us/articles/6232608195602-Apple-Pay-Worldwide,Apple Pay (Worldwide),paragraph,step 2: connect with apple pay (stripe),
https://support.payever.org/hc/en-us/articles/6232608195602-Apple-Pay-Worldwide,Apple Pay (Worldwide),paragraph,you will now be forwarded to stripe where you can log into your stripe account. now follow the instructions and provide the required information. at the end of the process you will be redirected back to payever.,
https://support.payever.org/hc/en-us/articles/6232608195602-Apple-Pay-Worldwide,Apple Pay (Worldwide),paragraph,step 3: activate apple pay in your payever account,
https://support.payever.org/hc/en-us/articles/6232608195602-Apple-Pay-Worldwide,Apple Pay (Worldwide),paragraph,check whether the toggle switch next to apple pay is blue and the payment method is therefore activated.,
https://support.payever.org/hc/en-us/articles/6232608195602-Apple-Pay-Worldwide,Apple Pay (Worldwide),paragraph,"you can activate or deactivate the payment method in your payever account at any time. if you deactivate the payment methods by clicking the toggle switch, they will automatically disappear from your shop without you having to configure this in your shop backend (of course, this also works the other way around - when activating a payment method).",
https://support.payever.org/hc/en-us/articles/6232608195602-Apple-Pay-Worldwide,Apple Pay (Worldwide),paragraph,step 4: configure apple pay settings,
https://support.payever.org/hc/en-us/articles/6232608195602-Apple-Pay-Worldwide,Apple Pay (Worldwide),paragraph,"click on ""open"" to access the settings for the payment method (listed under ""standard"").",
https://support.payever.org/hc/en-us/articles/6232608195602-Apple-Pay-Worldwide,Apple Pay (Worldwide),paragraph,"capture transaction manually - if this option is activated, payments are initially only authorised after receipt of the order and are only collected when you manually confirm the shipping of goods in the payever account (or in the backend of your shop system). if manual capture is not activated, payments are captured automatically after the order is received. in the case of manual capture, incoming successful transactions initially have the status in process and only change to accepted once you have confirmed the shipping of the goods (button ""ship goods"" in payever or equivalent action in your shop system, in accordance with our plugin instructions), in the case of automatic capture, transactions directly receive the status accepted. unsuccessful transactions receive the status failed. in case of manual capture, please make sure that you report the transactions sent within 7 days (may vary, please refer to your contract with stripe), otherwise the authorisation will expire and the transaction can no longer be activated (this means your customer's card will not be charged and you will also not receive a payout from stripe for this transaction).",
https://support.payever.org/hc/en-us/articles/6232608195602-Apple-Pay-Worldwide,Apple Pay (Worldwide),paragraph,"finally, please do not forget to click on ""save"" so that the settings you have made are applied.",
https://support.payever.org/hc/en-us/articles/6232608195602-Apple-Pay-Worldwide,Apple Pay (Worldwide),paragraph,,
https://support.payever.org/hc/en-us/articles/6232608195602-Apple-Pay-Worldwide,Apple Pay (Worldwide),paragraph,payments and settlements,
https://support.payever.org/hc/en-us/articles/6232608195602-Apple-Pay-Worldwide,Apple Pay (Worldwide),paragraph,you receive the payouts of the amounts that your customers have paid via this payment method directly from stripe to the account that you have stored in your stripe account (the money does not take a diversion via payever).,
https://support.payever.org/hc/en-us/articles/6232608195602-Apple-Pay-Worldwide,Apple Pay (Worldwide),paragraph,"when exactly or at what interval these payments are made is not uniformly defined by stripe and may vary from merchant to merchant (e.g. according to your country of residence, the risk factor of your industry, and the corresponding settings in your stripe account). you can find more information on this in the stripe documentation.",
https://support.payever.org/hc/en-us/articles/6232608195602-Apple-Pay-Worldwide,Apple Pay (Worldwide),paragraph,"please note that payever generally has no insight into the payouts transferred to you by stripe, nor are we authorised to obtain information from stripe on your behalf regarding your payouts. if you miss the payout for a transaction in the ""accepted"" status or have any other questions about the payout, please log into your stripe account and use the support chat there to get a quick response to your concern.",
https://support.payever.org/hc/en-us/articles/6232608195602-Apple-Pay-Worldwide,Apple Pay (Worldwide),paragraph,,
https://support.payever.org/hc/en-us/articles/6232608195602-Apple-Pay-Worldwide,Apple Pay (Worldwide),paragraph,note,
https://support.payever.org/hc/en-us/articles/6232608195602-Apple-Pay-Worldwide,Apple Pay (Worldwide),paragraph,please note that apple pay via stripe is a payment method intended exclusively for mobile devices of the apple brand (ios operating system). your customers cannot therefore pay with these payment methods on a stationary pc or with an android device.,
https://support.payever.org/hc/en-us/articles/6232608195602-Apple-Pay-Worldwide,Apple Pay (Worldwide),paragraph,"ideally, the payment method should therefore not be displayed if the user visits your website with a corresponding non-supported device. if you integrate via api, please take this into account - if you use one of our plugins, a corresponding hiding mechanism may already be automatically stored after installation (shop system-dependent). if in doubt, please contact support@payever.de.",
https://support.payever.org/hc/en-us/articles/6232608195602-Apple-Pay-Worldwide,Apple Pay (Worldwide),image,https://support.payever.org/hc/theming_assets/01HZPQ8T5DDG5J5F0V28AWNYZR,payever help center home page
https://support.payever.org/hc/en-us/articles/6232608195602-Apple-Pay-Worldwide,Apple Pay (Worldwide),image,https://support.payever.org/hc/article_attachments/10082534137884,
https://support.payever.org/hc/en-us/articles/6232608195602-Apple-Pay-Worldwide,Apple Pay (Worldwide),image,https://support.payever.org/hc/article_attachments/10082549694492,
https://support.payever.org/hc/en-us/articles/6232608195602-Apple-Pay-Worldwide,Apple Pay (Worldwide),image,https://support.payever.org/hc/article_attachments/10082565775260,
https://support.payever.org/hc/en-us/articles/6232608195602-Apple-Pay-Worldwide,Apple Pay (Worldwide),image,https://support.payever.org/hc/article_attachments/6232329570450,screenshot_2022-06-23_at_10.04.57.png
https://support.payever.org/hc/en-us/articles/6232608195602-Apple-Pay-Worldwide,Apple Pay (Worldwide),image,https://support.payever.org/hc/article_attachments/6232314551826,screenshot_2022-06-23_at_10.07.13.png
https://support.payever.org/hc/en-us/articles/6232608195602-Apple-Pay-Worldwide,Apple Pay (Worldwide),image,https://support.payever.org/hc/article_attachments/6232329321874,screenshot_2022-06-23_at_10.15.57.png
https://support.payever.org/hc/en-us/articles/6232608195602-Apple-Pay-Worldwide,Apple Pay (Worldwide),image,https://support.payever.org/hc/article_attachments/6232328545938,screenshot_2022-06-22_at_16.30.05.png
https://support.payever.org/hc/en-us/articles/6232608195602-Apple-Pay-Worldwide,Apple Pay (Worldwide),image,https://support.payever.org/hc/article_attachments/6232314525330,screenshot_2022-06-23_at_10.16.50.png
https://support.payever.org/hc/en-us/articles/6232608195602-Apple-Pay-Worldwide,Apple Pay (Worldwide),image,https://support.payever.org/hc/article_attachments/12430170704924,screenshot 2024-01-31 at 09.37.39.png
https://support.payever.org/hc/en-us/articles/6251279196434-Google-Wallet-Worldwide,Google Wallet (Worldwide),paragraph,the payment option google pay is offered through our partner stripe.,
https://support.payever.org/hc/en-us/articles/6251279196434-Google-Wallet-Worldwide,Google Wallet (Worldwide),paragraph,please note that in addition to a payever account (created free of cost) you also need a stripe account. in your payever account please go to checkout app > payment options > + add > google pay and click on the connect button. this will redirect you to the stripe online registration form where you can either log in or create a new account. you may find test credentials here.,
https://support.payever.org/hc/en-us/articles/6251279196434-Google-Wallet-Worldwide,Google Wallet (Worldwide),paragraph,,
https://support.payever.org/hc/en-us/articles/6251279196434-Google-Wallet-Worldwide,Google Wallet (Worldwide),paragraph,pricing,
https://support.payever.org/hc/en-us/articles/6251279196434-Google-Wallet-Worldwide,Google Wallet (Worldwide),paragraph,germany: 1.4% + 0.25€ transaction fee for european cards or 2.9% + 0.25€ for non-european cards.,
https://support.payever.org/hc/en-us/articles/6251279196434-Google-Wallet-Worldwide,Google Wallet (Worldwide),paragraph,denmark: 1.4% + 1.80kr transaction fee for european cards or 2.9% + 1.80kr for non-european cards.,
https://support.payever.org/hc/en-us/articles/6251279196434-Google-Wallet-Worldwide,Google Wallet (Worldwide),paragraph,norway: 2.4% + 2kr transaction fee on norwegian cards or 2.9% + 2kr for international cards.,
https://support.payever.org/hc/en-us/articles/6251279196434-Google-Wallet-Worldwide,Google Wallet (Worldwide),paragraph,sweden: 1.4% + 1.80kr transaction fee for european cards or 2.9% + 1.80kr for non-european cards.,
https://support.payever.org/hc/en-us/articles/6251279196434-Google-Wallet-Worldwide,Google Wallet (Worldwide),paragraph,us: 2.9% + 30¢ per successful card charge.,
