query,context,response
Santander Invoice Norway?,settings in the payever account,settings in the payever account
Santander Invoice Norway?,"to activate the invoice payment method in your payever account, please go payment methods > + add in the checkout app and select santander invoice norway from the list. enter the access data (channel id, sender id, login and password) that you received from your santander consultant. after linking the payment method, you can make the following change:","to activate the invoice payment method in your payever account, please go payment methods > + add in the checkout app and select santander invoice norway from the list. enter the access data (channel id, sender id, login and password) that you received from your santander consultant. after linking the payment method, you can make the following change:"
Santander Invoice Norway?,quick guide,quick guide
Santander Invoice Norway?,1. log in to your payever account,1. log in to your payever account
Santander Invoice Norway?,2. open the checkout app,2. open the checkout app
Santander Invoice Norway?,3. open the 'payment options' tab,3. open the 'payment options' tab
Santander Invoice Norway?,4. click on santander invoice norway,4. click on santander invoice norway
Santander Invoice Norway?,5. click on authentication,5. click on authentication
Santander Invoice Norway?,6. enter the 'vendor id',6. enter the 'vendor id'
Santander Invoice Norway?,7. make sure the switcher is green,7. make sure the switcher is green
Santander Invoice Norway?,8. that's it!,8. that's it!
Santander Invoice Norway?,https://support.payever.org/hc/theming_assets/01HZPQ8T5DDG5J5F0V28AWNYZR,https://support.payever.org/hc/theming_assets/01HZPQ8T5DDG5J5F0V28AWNYZR
Santander Invoice Norway?,https://support.payever.org/hc/article_attachments/360011291060,https://support.payever.org/hc/article_attachments/360011291060
Santander Installments Financing Finland?,"the financing (loan) is offered in cooperation with our partner santander consumer bank. your customer has the option of paying in monthly installments, whereas you will receive the full amount from santander shortly after the goods have been shipped. please note that in addition to a payever account (create for free) you also need a contract with santander for this payment method. to complete this, please contact support@payever.de, who will request an individual quote from the bank for you.","the financing (loan) is offered in cooperation with our partner santander consumer bank. your customer has the option of paying in monthly installments, whereas you will receive the full amount from santander shortly after the goods have been shipped. please note that in addition to a payever account (create for free) you also need a contract with santander for this payment method. to complete this, please contact support@payever.de, who will request an individual quote from the bank for you."
Santander Installments Financing Finland?,terms and conditions,terms and conditions
Santander Installments Financing Finland?,"the financing (loan) is suitable for amounts between 300 euro and 7.500 euro (may be adjusted individually for each merchant by santander). when using one of our plugins, these limits are usually set automatically, so that the payment method is not displayed if the amount is outside this range.","the financing (loan) is suitable for amounts between 300 euro and 7.500 euro (may be adjusted individually for each merchant by santander). when using one of our plugins, these limits are usually set automatically, so that the payment method is not displayed if the amount is outside this range."
Santander Installments Financing Finland?,this financing (loan) option is only available to customers living in finland that are at least 21 years old.,this financing (loan) option is only available to customers living in finland that are at least 21 years old.
Santander Installments Financing Finland?,please note that the installment option can only be offered to private consumers (not suitable for b2b/ business customers).,please note that the installment option can only be offered to private consumers (not suitable for b2b/ business customers).
Santander Installments Financing Finland?,procedure,procedure
Santander Installments Financing Finland?,"after the payment has been completed, the customer is forwarded to santander, where information about the financial situation (income, living costs, etc.) must be provided. once the customer has completed and submit this form, an algorithm will make an initial decision based on the provided data and automated queries to credit agencies.","after the payment has been completed, the customer is forwarded to santander, where information about the financial situation (income, living costs, etc.) must be provided. once the customer has completed and submit this form, an algorithm will make an initial decision based on the provided data and automated queries to credit agencies."
Santander Installments Financing Finland?,"if this turns out negative, the customer is asked to choose another payment method. if the application is approved, the customer must sign a a loan contract (digitally/ paperless using bankid).","if this turns out negative, the customer is asked to choose another payment method. if the application is approved, the customer must sign a a loan contract (digitally/ paperless using bankid)."
Santander Installments Financing Finland?,"before the contract has been signed, a transaction will have the status ""in progress"" in your shop (in your shop backend, this status may be named differently, for example ""open"", ""payment pending"" or ""waiting for payment"", depending on the shop system). once the signature has been completed, the status in payever will automatically update to ""accepted"" (your shop will also be notified about the status change, and the status there could then be ""paid"", ""fully paid"" or simply ""ok"" for example, depending on the shop system you are using).","before the contract has been signed, a transaction will have the status ""in progress"" in your shop (in your shop backend, this status may be named differently, for example ""open"", ""payment pending"" or ""waiting for payment"", depending on the shop system). once the signature has been completed, the status in payever will automatically update to ""accepted"" (your shop will also be notified about the status change, and the status there could then be ""paid"", ""fully paid"" or simply ""ok"" for example, depending on the shop system you are using)."
Santander Installments Financing Finland?,"please don't ever ship any goods to the customer before said status change has taken place! always wait until you have received the respective approval status before you send any items on their way to the customer, as santander will not pay you for these items as long as the customer has not signed the contract (given that the bank can also not draw the rates from the customer's account if they have not received a valid signature from this customer).","please don't ever ship any goods to the customer before said status change has taken place! always wait until you have received the respective approval status before you send any items on their way to the customer, as santander will not pay you for these items as long as the customer has not signed the contract (given that the bank can also not draw the rates from the customer's account if they have not received a valid signature from this customer)."
Santander Installments Financing Finland?,"when the status has updated and you want to ship the goods, please report the shipment to payever. you can do this directly in the payever account (transaction details -> click button ""shipping goods"") or via the shop system (slightly different depending on the shop system, but if you are using one of our plugins, it will automatically notify payever as soon as you have marked the items as shipped in your shop backend or assigned a status that implies the order has been shipped, such as ""shipped"", ""completed"" or ""delivered""). once you have notified us about the shipment, the transaction gets activated, meaning the merchant receives the full payout and the customer's payment plan starts.","when the status has updated and you want to ship the goods, please report the shipment to payever. you can do this directly in the payever account (transaction details -> click button ""shipping goods"") or via the shop system (slightly different depending on the shop system, but if you are using one of our plugins, it will automatically notify payever as soon as you have marked the items as shipped in your shop backend or assigned a status that implies the order has been shipped, such as ""shipped"", ""completed"" or ""delivered""). once you have notified us about the shipment, the transaction gets activated, meaning the merchant receives the full payout and the customer's payment plan starts."
Santander Installments Financing Finland?,settings in the payever account,settings in the payever account
Santander Installments Financing Finland?,"to activate installments finland in your payever account, please go to the checkout app.","to activate installments finland in your payever account, please go to the checkout app."
Santander Installments Financing Finland?,you can find the payment methodstab in the navigation bar on the left.,you can find the payment methodstab in the navigation bar on the left.
Santander Installments Financing Finland?,click on + add.,click on + add.
Santander Installments Financing Finland?,now select installments finland from the list that appears now and click on install.,now select installments finland from the list that appears now and click on install.
Santander Installments Financing Finland?,"once the installation has been completed, please click open.","once the installation has been completed, please click open."
Santander Installments Financing Finland?,"next please enter your dealer number, username, email, first name, last name and phone number to set up the payment method. you will have received these details from santander. lastly, click on connect.","next please enter your dealer number, username, email, first name, last name and phone number to set up the payment method. you will have received these details from santander. lastly, click on connect."
Santander Installments Financing Finland?,activating installments finland in your payever account,activating installments finland in your payever account
Santander Installments Financing Finland?,"you can activate or deactivate the payment method in your payever account at any time. if you deactivate the payment method by clicking the toggle switch, it will automatically disappear from your shop without you having to configure this in your shop backend (of course, this also works the other way around - when activating a payment method). just go to checkout > payment options and switch on santander installments fi.","you can activate or deactivate the payment method in your payever account at any time. if you deactivate the payment method by clicking the toggle switch, it will automatically disappear from your shop without you having to configure this in your shop backend (of course, this also works the other way around - when activating a payment method). just go to checkout > payment options and switch on santander installments fi."
Santander Installments Financing Finland?,https://support.payever.org/hc/theming_assets/01HZPQ8T5DDG5J5F0V28AWNYZR,https://support.payever.org/hc/theming_assets/01HZPQ8T5DDG5J5F0V28AWNYZR
Santander Installments Financing Finland?,https://support.payever.org/hc/article_attachments/10082891650332,https://support.payever.org/hc/article_attachments/10082891650332
Santander Installments Financing Finland?,https://support.payever.org/hc/article_attachments/10082901653788,https://support.payever.org/hc/article_attachments/10082901653788
Santander Installments Financing Finland?,https://support.payever.org/hc/article_attachments/10082903450652,https://support.payever.org/hc/article_attachments/10082903450652
Santander Installments Financing Finland?,https://support.payever.org/hc/article_attachments/6259111410194,https://support.payever.org/hc/article_attachments/6259111410194
Santander Installments Financing Finland?,https://support.payever.org/hc/article_attachments/6259107147154,https://support.payever.org/hc/article_attachments/6259107147154
Santander Installments Financing Finland?,https://support.payever.org/hc/article_attachments/6259107140370,https://support.payever.org/hc/article_attachments/6259107140370
Santander Installments Financing Finland?,https://support.payever.org/hc/article_attachments/6303016436754,https://support.payever.org/hc/article_attachments/6303016436754
Santander Installments Financing Netherlands?,"the installments netherlands payment option is offered in cooperation with our partner santander consumer bank. your customer is given the option of paying in monthly installments, whereas you will receive the full amount from santander shortly after the goods have been shipped.","the installments netherlands payment option is offered in cooperation with our partner santander consumer bank. your customer is given the option of paying in monthly installments, whereas you will receive the full amount from santander shortly after the goods have been shipped."
Santander Installments Financing Netherlands?,"please note that in addition to a payever account (create for free here) you also need a contract with santander in order to use this payment method. to receive a proposal, please contact support@payever.de and we will support you with an individual offer.","please note that in addition to a payever account (create for free here) you also need a contract with santander in order to use this payment method. to receive a proposal, please contact support@payever.de and we will support you with an individual offer."
Santander Installments Financing Netherlands?,terms and conditions,terms and conditions
Santander Installments Financing Netherlands?,the installments netherlands payment option is only available to customers based in the netherlands .,the installments netherlands payment option is only available to customers based in the netherlands .
Santander Installments Financing Netherlands?,please note that the installments netherlands payment option can only be offered to private consumers (not suitable for corporate customers).,please note that the installments netherlands payment option can only be offered to private consumers (not suitable for corporate customers).
Santander Installments Financing Netherlands?,procedure,procedure
Santander Installments Financing Netherlands?,"after the payment has been completed, the customer is forwarded to payever, where information about the financial situation (income, housing costs, etc.) must be provided. if the customer sends this form in full, a santander algorithm makes a first decision based on the data entered and automated queries at credit agencies.","after the payment has been completed, the customer is forwarded to payever, where information about the financial situation (income, housing costs, etc.) must be provided. if the customer sends this form in full, a santander algorithm makes a first decision based on the data entered and automated queries at credit agencies."
Santander Installments Financing Netherlands?,"if this turns out negative, the customer is asked to choose another payment method, if it turns out positive, the customer is then forwarded to the santander contract center, where he can download the contract as a pdf and choose an identification method. he can choose between post-ident and video-ident.","if this turns out negative, the customer is asked to choose another payment method, if it turns out positive, the customer is then forwarded to the santander contract center, where he can download the contract as a pdf and choose an identification method. he can choose between post-ident and video-ident."
Santander Installments Financing Netherlands?,"before the identification is completed, a transaction in payever has the status ""in progress"" (in your shop this can also mean ""open"", ""payment check"" or ""waiting for payment"", depending on the shop system you use). once the identification has been completed, the status in payever automatically changes to ""accepted"" (in your shop system, for example, ""paid"", ""fully paid"" or simply ""ok""). you will also receive a corresponding notification by email. please only ship the goods after the status changes.","before the identification is completed, a transaction in payever has the status ""in progress"" (in your shop this can also mean ""open"", ""payment check"" or ""waiting for payment"", depending on the shop system you use). once the identification has been completed, the status in payever automatically changes to ""accepted"" (in your shop system, for example, ""paid"", ""fully paid"" or simply ""ok""). you will also receive a corresponding notification by email. please only ship the goods after the status changes."
Santander Installments Financing Netherlands?,"when the goods are shipped, the transaction is captured, i.e. your customer receives the installment payment plan and you receive the corresponding amount. you must therefore report the shipment to us or to santander. you can do this directly in the payever account (transaction details -> ""goods shipped"") or via the shop system (may differ depending on the shop system, in shopware 5 for example, this happens automatically when the status changes to ""completely delivered""). please note that santander may also requires proof of delivery in the form of a tracking number or similar (please contact your santander agent for more information).","when the goods are shipped, the transaction is captured, i.e. your customer receives the installment payment plan and you receive the corresponding amount. you must therefore report the shipment to us or to santander. you can do this directly in the payever account (transaction details -> ""goods shipped"") or via the shop system (may differ depending on the shop system, in shopware 5 for example, this happens automatically when the status changes to ""completely delivered""). please note that santander may also requires proof of delivery in the form of a tracking number or similar (please contact your santander agent for more information)."
Santander Installments Financing Netherlands?,settings in the payever account,settings in the payever account
Santander Installments Financing Netherlands?,"to install the santander installment netherlands payment method, first open the checkout app. to do this, either click on the checkout icon in the business apps tile, or also the checkout tile.","to install the santander installment netherlands payment method, first open the checkout app. to do this, either click on the checkout icon in the business apps tile, or also the checkout tile."
Santander Installments Financing Netherlands?,you can find the payment options on the left navigation bar.,you can find the payment options on the left navigation bar.
Santander Installments Financing Netherlands?,then click on + add.,then click on + add.
Santander Installments Financing Netherlands?,"now a list of different payment methods appears, from which you will need to select santander installment netherlands. to do this, click on install.","now a list of different payment methods appears, from which you will need to select santander installment netherlands. to do this, click on install."
Santander Installments Financing Netherlands?,"after you have successfully installed the payment method, click open.","after you have successfully installed the payment method, click open."
Santander Installments Financing Netherlands?,"once the installed the payment solution is opened, you will be asked to enter your credentials. the necessary credentials (retail number / password) are provided by santander directly and must be filled in in order to activate the payment solution.","once the installed the payment solution is opened, you will be asked to enter your credentials. the necessary credentials (retail number / password) are provided by santander directly and must be filled in in order to activate the payment solution."
Santander Installments Financing Netherlands?,"thereafter, you can use the two checkboxes to determine the following settings:","thereafter, you can use the two checkboxes to determine the following settings:"
Santander Installments Financing Netherlands?,status messages in our shop system plugins,status messages in our shop system plugins
Santander Installments Financing Netherlands?,"as previously indicated, the payever status reports in progress and accepted have different names in different plugins, and actions such as shipped goods and cancellation are located in different places and are named differently. in the table below you may see some examples: notes: in some shop systems you can adjust which payever status should be mapped to which shop system status - in this case we list our recommendation in this table, which then does not necessarily have to correspond to the actual setting in your shop.","as previously indicated, the payever status reports in progress and accepted have different names in different plugins, and actions such as shipped goods and cancellation are located in different places and are named differently. in the table below you may see some examples: notes: in some shop systems you can adjust which payever status should be mapped to which shop system status - in this case we list our recommendation in this table, which then does not necessarily have to correspond to the actual setting in your shop."
Santander Installments Financing Netherlands?,https://support.payever.org/hc/theming_assets/01HZPQ8T5DDG5J5F0V28AWNYZR,https://support.payever.org/hc/theming_assets/01HZPQ8T5DDG5J5F0V28AWNYZR
Santander Installments Financing Netherlands?,https://support.payever.org/hc/article_attachments/10082804492444,https://support.payever.org/hc/article_attachments/10082804492444
Santander Installments Financing Netherlands?,https://support.payever.org/hc/article_attachments/10082811566108,https://support.payever.org/hc/article_attachments/10082811566108
Santander Installments Financing Netherlands?,https://support.payever.org/hc/article_attachments/10082811834268,https://support.payever.org/hc/article_attachments/10082811834268
Santander Installments Financing Netherlands?,https://support.payever.org/hc/article_attachments/6721176704156,https://support.payever.org/hc/article_attachments/6721176704156
Santander Installments Financing Netherlands?,https://support.payever.org/hc/article_attachments/6721216101020,https://support.payever.org/hc/article_attachments/6721216101020
Santander Installments Financing Netherlands?,https://support.payever.org/hc/article_attachments/6725007042204,https://support.payever.org/hc/article_attachments/6725007042204
Santander Installments Financing Netherlands?,https://support.payever.org/hc/article_attachments/6725048640156,https://support.payever.org/hc/article_attachments/6725048640156
Santander Installments Financing Netherlands?,https://support.payever.org/hc/article_attachments/9896776658460,https://support.payever.org/hc/article_attachments/9896776658460
Santander Installments Financing Belgium?,"the installments belgium payment option is offered in cooperation with our partner santander consumer bank. your customer is given the option of paying in monthly installments, whereas you will receive the full amount from santander shortly after the goods have been shipped.","the installments belgium payment option is offered in cooperation with our partner santander consumer bank. your customer is given the option of paying in monthly installments, whereas you will receive the full amount from santander shortly after the goods have been shipped."
Santander Installments Financing Belgium?,"please note that in addition to a payever account (create for free here) you also need a contract with santander in order to use this payment method. to receive a proposal, please contact support@payever.de and we will support you with an individual offer.","please note that in addition to a payever account (create for free here) you also need a contract with santander in order to use this payment method. to receive a proposal, please contact support@payever.de and we will support you with an individual offer."
Santander Installments Financing Belgium?,terms and conditions,terms and conditions
Santander Installments Financing Belgium?,the installments belgium payment option is only available to customers based in belgium.,the installments belgium payment option is only available to customers based in belgium.
Santander Installments Financing Belgium?,please note that the installments belgium payment option can only be offered to private consumers (not suitable for corporate customers).,please note that the installments belgium payment option can only be offered to private consumers (not suitable for corporate customers).
Santander Installments Financing Belgium?,procedure,procedure
Santander Installments Financing Belgium?,"after the customer has entered his address details and selected santander installments as his payment option, the customer is forwarded to santander, where information about the financial situation (income, housing costs, etc.) needs to be entered by the customer. once the customer has filled in the application form and clicked on the submit button, a santander algorithm will make a first decision based on the data entered and automated queries at credit agencies.","after the customer has entered his address details and selected santander installments as his payment option, the customer is forwarded to santander, where information about the financial situation (income, housing costs, etc.) needs to be entered by the customer. once the customer has filled in the application form and clicked on the submit button, a santander algorithm will make a first decision based on the data entered and automated queries at credit agencies."
Santander Installments Financing Belgium?,"if this turns out negative, the customer is returned to the shop and asked to choose another payment method there, if it turns out positive, the customer will be asked to verify his identity and digitally sign his loan agreement.","if this turns out negative, the customer is returned to the shop and asked to choose another payment method there, if it turns out positive, the customer will be asked to verify his identity and digitally sign his loan agreement."
Santander Installments Financing Belgium?,"before the signature is completed, the transaction will habe status ""in progress"" in payever (in your shopsystem's backend this may also be called slightly different, e.g. ""open"", ""payment check"" or ""waiting for payment"", depending on the shop system you use).","before the signature is completed, the transaction will habe status ""in progress"" in payever (in your shopsystem's backend this may also be called slightly different, e.g. ""open"", ""payment check"" or ""waiting for payment"", depending on the shop system you use)."
Santander Installments Financing Belgium?,"once the signature has been completed, the status in payever automatically changes to ""accepted"" (in your shop system this could be named for example, ""paid"", ""fully paid"" or simply ""ok"").","once the signature has been completed, the status in payever automatically changes to ""accepted"" (in your shop system this could be named for example, ""paid"", ""fully paid"" or simply ""ok"")."
Santander Installments Financing Belgium?,please only ship the goods once the status changes to accepted - neither the bank nor payever will reimburse you for any unsigned orders you may have shipped.,please only ship the goods once the status changes to accepted - neither the bank nor payever will reimburse you for any unsigned orders you may have shipped.
Santander Installments Financing Belgium?,"when the goods have been shipped and successfully delivered to your customer, please send your proof of delivery to santander in order to get the payment activated. as soon as santander has reviewed your proof of delivery and activated the payment, your customer receives a confirmation with all payment details from santander, and you receive a payout on your bank account.","when the goods have been shipped and successfully delivered to your customer, please send your proof of delivery to santander in order to get the payment activated. as soon as santander has reviewed your proof of delivery and activated the payment, your customer receives a confirmation with all payment details from santander, and you receive a payout on your bank account."
Santander Installments Financing Belgium?,installing santander installments belgium in your payever account,installing santander installments belgium in your payever account
Santander Installments Financing Belgium?,"to install the santander installment belgium payment method, first open the checkout app. to do this, either click on the checkout icon in the business apps tile, or click open in the checkout tile.","to install the santander installment belgium payment method, first open the checkout app. to do this, either click on the checkout icon in the business apps tile, or click open in the checkout tile."
Santander Installments Financing Belgium?,please click on payment options in the navigation bar on the lefthand side.,please click on payment options in the navigation bar on the lefthand side.
Santander Installments Financing Belgium?,then click on + add.,then click on + add.
Santander Installments Financing Belgium?,"now a list of different payment methods appears, from which you will need to select santander installments belgium. to do so, please click on install.","now a list of different payment methods appears, from which you will need to select santander installments belgium. to do so, please click on install."
Santander Installments Financing Belgium?,"after you have successfully installed the payment method, click open.","after you have successfully installed the payment method, click open."
Santander Installments Financing Belgium?,"once the installed the payment solution is opened, you will be asked to enter your santander credentials. the necessary credentials (retail number / password) will be provided to you by santander directly and must be entered here in order to activate the payment option in your payever account.","once the installed the payment solution is opened, you will be asked to enter your santander credentials. the necessary credentials (retail number / password) will be provided to you by santander directly and must be entered here in order to activate the payment option in your payever account."
Santander Installments Financing Belgium?,for payment type please select fixed term loan (unless you have specifically agreed on something else with santander).,for payment type please select fixed term loan (unless you have specifically agreed on something else with santander).
Santander Installments Financing Belgium?,"last but not least, click connect in order to complete the installation process.","last but not least, click connect in order to complete the installation process."
Santander Installments Financing Belgium?,https://support.payever.org/hc/theming_assets/01HZPQ8T5DDG5J5F0V28AWNYZR,https://support.payever.org/hc/theming_assets/01HZPQ8T5DDG5J5F0V28AWNYZR
Santander Installments Financing Belgium?,https://support.payever.org/hc/article_attachments/11306435889820,https://support.payever.org/hc/article_attachments/11306435889820
Santander Installments Financing Belgium?,https://support.payever.org/hc/article_attachments/11306416572828,https://support.payever.org/hc/article_attachments/11306416572828
Santander Installments Financing Belgium?,https://support.payever.org/hc/article_attachments/11306429347612,https://support.payever.org/hc/article_attachments/11306429347612
Santander Installments Financing Belgium?,https://support.payever.org/hc/article_attachments/11306714956316,https://support.payever.org/hc/article_attachments/11306714956316
Santander Installments Financing Belgium?,https://support.payever.org/hc/article_attachments/11306714966172,https://support.payever.org/hc/article_attachments/11306714966172
Santander Installments Financing Belgium?,https://support.payever.org/hc/article_attachments/11306714975004,https://support.payever.org/hc/article_attachments/11306714975004
Santander Installments Financing UK?,"the financing (loan) is offered in cooperation with our partner santander consumer bank. your customers have the option of paying back with a maturity of 6 to 60 months, whereas you will receive the full amount from santander shortly after the goods have been shipped.","the financing (loan) is offered in cooperation with our partner santander consumer bank. your customers have the option of paying back with a maturity of 6 to 60 months, whereas you will receive the full amount from santander shortly after the goods have been shipped."
Santander Installments Financing UK?,"please note that in addition to having a payever account (created for free here) you also need a contract with santander in order to use this payment method. to receive a proposal, please contact support@payever.de and we will support you with an individual offer.","please note that in addition to having a payever account (created for free here) you also need a contract with santander in order to use this payment method. to receive a proposal, please contact support@payever.de and we will support you with an individual offer."
Santander Installments Financing UK?,"santander offers to design the terms so it best suits the merchant and the segment, with a range of interest rates and terms down to 0%. the bank also allows for merchants to subsidize the loans.","santander offers to design the terms so it best suits the merchant and the segment, with a range of interest rates and terms down to 0%. the bank also allows for merchants to subsidize the loans."
Santander Installments Financing UK?,"you do not need to offer all maturities between 6 and 60 months, for example you could also choose to only offer loans up to 36 months.","you do not need to offer all maturities between 6 and 60 months, for example you could also choose to only offer loans up to 36 months."
Santander Installments Financing UK?,"the financing (loan) is suitable for amounts from at least 300£ up to 15.000£ (the maximum amount may be determined individually by santander). when using one of our plugins, these limits are usually set automatically, so that the payment method is not displayed if the amount is outside this range.","the financing (loan) is suitable for amounts from at least 300£ up to 15.000£ (the maximum amount may be determined individually by santander). when using one of our plugins, these limits are usually set automatically, so that the payment method is not displayed if the amount is outside this range."
Santander Installments Financing UK?,the financing (loan) is only available to customers based in the uk.,the financing (loan) is only available to customers based in the uk.
Santander Installments Financing UK?,please note that the installment option can only be offered to private consumers (not suitable for corporate customers).,please note that the installment option can only be offered to private consumers (not suitable for corporate customers).
Santander Installments Financing UK?,"please also note that for this payment method the billing address must be the same as the shipping address (fraud prevention). when using one of our plugins, this is automatically set so that the payment method is not displayed if a different address has been entered.","please also note that for this payment method the billing address must be the same as the shipping address (fraud prevention). when using one of our plugins, this is automatically set so that the payment method is not displayed if a different address has been entered."
Santander Installments Financing UK?,procedure,procedure
Santander Installments Financing UK?,"after completing the order, the customer is redirected to santander, where information about the financial situation (income, housing costs, etc.) must be entered. once the customer has completed this form, santander's algorithm makes an initial decision based on the data entered and automated queries with credit agencies.","after completing the order, the customer is redirected to santander, where information about the financial situation (income, housing costs, etc.) must be entered. once the customer has completed this form, santander's algorithm makes an initial decision based on the data entered and automated queries with credit agencies."
Santander Installments Financing UK?,"the customer will be informed about the decision via email. if the decision is positive, the next step is for the customer to download the contract as a pdf. the customer is then asked to identify himself through a questionnaire and to sign the contract digitally.","the customer will be informed about the decision via email. if the decision is positive, the next step is for the customer to download the contract as a pdf. the customer is then asked to identify himself through a questionnaire and to sign the contract digitally."
Santander Installments Financing UK?,"before the identification is completed, a transaction in payever has the status ""in progress"" (in your shop this can also mean ""open"", ""payment check"" or ""waiting for payment"", depending on the shop system). once the identification is complete, the status in payever automatically changes to ""accepted"" (in your shop system, for example, ""paid"", ""fully paid"" or simply ""ok""). you will also receive a corresponding notification by email. please only send the goods after the status change.","before the identification is completed, a transaction in payever has the status ""in progress"" (in your shop this can also mean ""open"", ""payment check"" or ""waiting for payment"", depending on the shop system). once the identification is complete, the status in payever automatically changes to ""accepted"" (in your shop system, for example, ""paid"", ""fully paid"" or simply ""ok""). you will also receive a corresponding notification by email. please only send the goods after the status change."
Santander Installments Financing UK?,"when the goods are shipped, the transaction is activated, i.e. your customer receives the installment payment plan and you receive the corresponding amount. you must therefore report the shipment to us or santander. you can do this directly in the payever account (transaction details -> ""goods shipped"") or via the shop system (different depending on the shop system, in shopware 5, for example, automatically when the status changes to ""completely delivered""). please note that santander may also requires proof of delivery in the form of a tracking number (please get in touch with your santander contact person with this regard).","when the goods are shipped, the transaction is activated, i.e. your customer receives the installment payment plan and you receive the corresponding amount. you must therefore report the shipment to us or santander. you can do this directly in the payever account (transaction details -> ""goods shipped"") or via the shop system (different depending on the shop system, in shopware 5, for example, automatically when the status changes to ""completely delivered""). please note that santander may also requires proof of delivery in the form of a tracking number (please get in touch with your santander contact person with this regard)."
Santander Installments Financing UK?,settings in the payever account,settings in the payever account
Santander Installments Financing UK?,"to install the santander installment uk payment method, first open the checkout app. to do this, either click on the checkout icon in the business apps tile, or also the checkout tile.","to install the santander installment uk payment method, first open the checkout app. to do this, either click on the checkout icon in the business apps tile, or also the checkout tile."
Santander Installments Financing UK?,you can find the payment options on the left navigation bar.,you can find the payment options on the left navigation bar.
Santander Installments Financing UK?,then click on + add.,then click on + add.
Santander Installments Financing UK?,"now a list of different payment methods appears, from which you will need to select santander installments uk. to do this, click on install.","now a list of different payment methods appears, from which you will need to select santander installments uk. to do this, click on install."
Santander Installments Financing UK?,"after you have successfully installed the payment method, click open.","after you have successfully installed the payment method, click open."
Santander Installments Financing UK?,"once the installed santander installments uk payment solution is opened, you will be redirected to a new tab where five different credentials are required. the necessary credentials (dealer code, dealer email, dealer phone, user and password) are provided by santander directly and must be filled in in order to activate the payment solution.","once the installed santander installments uk payment solution is opened, you will be redirected to a new tab where five different credentials are required. the necessary credentials (dealer code, dealer email, dealer phone, user and password) are provided by santander directly and must be filled in in order to activate the payment solution."
Santander Installments Financing UK?,"how to activate installments uk in your payever account? you can activate or deactivate the payment method in your payever account at any time. if you deactivate the payment method by clicking the toggle switch, it will automatically disappear from your shop without you having to configure this in your shop backend (of course, this also works the other way around - when activating a payment method). just go to checkout > payment options and switch on santander installments uk.","how to activate installments uk in your payever account? you can activate or deactivate the payment method in your payever account at any time. if you deactivate the payment method by clicking the toggle switch, it will automatically disappear from your shop without you having to configure this in your shop backend (of course, this also works the other way around - when activating a payment method). just go to checkout > payment options and switch on santander installments uk."
Santander Installments Financing UK?,down payments,down payments
Santander Installments Financing UK?,"with the installments uk payment method, you have the option of having your customers make a down payment by default (not optional). your customer will see another field in the checkout so that any down payment (also 0) can be entered. two scenarios are possible here. in the case of the customer making a purchase through pos, the cashier will cash the deposit directly. when making a purchase online the deposit will be directly processed to through the flow on santander's side when entering an amount.","with the installments uk payment method, you have the option of having your customers make a down payment by default (not optional). your customer will see another field in the checkout so that any down payment (also 0) can be entered. two scenarios are possible here. in the case of the customer making a purchase through pos, the cashier will cash the deposit directly. when making a purchase online the deposit will be directly processed to through the flow on santander's side when entering an amount."
Santander Installments Financing UK?,https://support.payever.org/hc/theming_assets/01HZPQ8T5DDG5J5F0V28AWNYZR,https://support.payever.org/hc/theming_assets/01HZPQ8T5DDG5J5F0V28AWNYZR
Santander Installments Financing UK?,https://support.payever.org/hc/article_attachments/5991451496978,https://support.payever.org/hc/article_attachments/5991451496978
Santander Installments Financing UK?,https://support.payever.org/hc/article_attachments/5991451413266,https://support.payever.org/hc/article_attachments/5991451413266
Santander Installments Financing UK?,https://support.payever.org/hc/article_attachments/5991527525778,https://support.payever.org/hc/article_attachments/5991527525778
Santander Installments Financing UK?,https://support.payever.org/hc/article_attachments/5991527544978,https://support.payever.org/hc/article_attachments/5991527544978
